,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
4064,CANDIDATE,0,0,0,0,6.23968392,0.668,155.9,0.679,1.55,1060.0,299.03,5751.0,4.303,1.143,9.0
4065,CONFIRMED,0,0,0,0,3.60082855,1.938,296.3,0.395,1.36,927.0,174.45,4838.0,4.524,0.796,17.9
4066,CONFIRMED,0,0,0,0,15.5714121,2.294,173.5,0.312,0.72,399.0,5.98,3872.0,4.714,0.557,13.0
4067,CONFIRMED,0,0,0,0,3.59645081,2.661,149.6,0.781,1.66,1327.0,732.82,5887.0,4.292,1.235,16.2
4068,CONFIRMED,0,0,0,0,20.6579443,8.798,98.2,0.188,1.27,728.0,66.27,5468.0,4.171,1.306,14.1
4069,FALSE POSITIVE,0,0,1,1,0.760941405,1.773,186.6,0.26,1.18,1817.0,2591.44,5629.0,4.553,0.87,15.2
4070,FALSE POSITIVE,1,0,0,0,137.665706,3.732,536.9,0.041,15.41,720.0,63.38,4832.0,2.953,6.897,11.7
4071,FALSE POSITIVE,1,0,1,0,370.90237,10.558,545.8,0.0566,1.97,238.0,0.76,5835.0,4.554,0.847,14.7
4072,FALSE POSITIVE,1,0,0,0,321.55087,5.863,397.0,0.1608,1.68,250.0,0.92,5835.0,4.554,0.847,8.2
4073,FALSE POSITIVE,0,0,0,1,1.54038914,1.683,71.8,0.043,0.84,1638.0,1701.3,5974.0,4.422,0.989,9.1
4074,FALSE POSITIVE,0,1,0,0,71.76236302,29.435,8591.9,0.052,25.76,665.0,46.35,5529.0,3.685,2.817,1134.3
4075,CANDIDATE,0,0,0,0,16.3368863,3.597,225.9,0.066,1.27,642.0,40.22,5410.0,4.49,0.859,12.1
4076,CANDIDATE,0,0,0,0,1.63668262,1.907,921.7,1.22,103.99,2562.0,10160.3,5234.0,3.436,3.739,12.9
4077,CANDIDATE,0,0,0,0,11.615625,2.233,191.2,0.977,2.84,905.0,158.69,5332.0,4.083,1.453,8.8
4078,CONFIRMED,0,0,0,0,110.978266,11.312,150.2,0.074,1.86,463.0,10.84,5883.0,4.149,1.529,14.0
4079,FALSE POSITIVE,1,0,1,1,0.952378454,3.892,43.8,0.996,1.46,2528.0,9651.76,6963.0,4.25,1.375,17.4
4080,CONFIRMED,0,0,0,0,6.08003714,1.308,184.0,0.254,1.07,808.0,100.72,4991.0,4.513,0.804,17.7
4081,CONFIRMED,0,0,0,0,3.035206175,0.6182,696.9,0.965,3.59,1143.0,403.53,5505.0,4.503,0.873,19.1
4082,FALSE POSITIVE,1,0,1,0,358.96844,21.71,807.8,0.151,2.7,263.0,1.13,6117.0,4.496,0.947,13.3
4083,FALSE POSITIVE,0,1,1,0,2.21316437,3.874,116.1,0.672,0.95,1374.0,841.98,5921.0,4.465,0.83,27.9
4084,CANDIDATE,0,0,0,0,173.2578372,2.027,687.0,1.9038,117.29,376.0,4.73,6392.0,4.399,1.162,13.5
4085,FALSE POSITIVE,1,0,1,1,0.530967987,1.812,26.9,0.093,1.08,4196.0,73103.16,8473.0,4.123,2.052,24.1
4086,CONFIRMED,0,0,0,0,6.30558387,2.619,193.1,0.601,2.52,1125.0,378.9,4934.0,3.927,1.756,9.5
4087,FALSE POSITIVE,0,0,1,1,4.2058608,7.39,182.0,0.438,1.14,1012.0,248.04,5590.0,4.56,0.839,13.3
4088,CANDIDATE,0,0,0,0,41.6757509,10.848,142.0,0.256,2.1,690.0,53.72,5745.0,3.957,1.763,22.6
4089,CANDIDATE,0,0,0,0,11.49589567,2.256,108.3,0.295,1.59,1057.0,295.46,6290.0,4.133,1.506,13.2
4090,FALSE POSITIVE,0,0,1,1,8.4803326,5.918,35.6,0.556,1.35,1390.0,882.07,6245.0,3.826,2.179,11.0
4091,CANDIDATE,0,0,0,0,0.609926502,1.2529,133.8,0.24,1.12,2141.0,4990.14,5936.0,4.501,0.965,15.3
4092,FALSE POSITIVE,1,0,0,1,0.750744255,1.7921,170.6,1.154,17.07,2074.0,4387.1,6187.0,4.499,0.937,50.4
4093,CONFIRMED,0,0,0,0,0.991659646,2.215,77.3,0.765,1.19,2102.0,4614.18,6117.0,4.315,1.244,13.5
4094,CANDIDATE,0,0,0,0,8.4795266,6.052,163.3,0.136,1.18,865.0,132.02,5841.0,4.52,0.931,8.0
4095,CANDIDATE,0,0,0,0,49.4746966,10.46,291.0,0.491,1.62,498.0,14.5,5952.0,4.475,0.928,17.2
4096,FALSE POSITIVE,0,0,1,0,118.609553,22.74,380.9,0.993,2.86,299.0,1.88,5017.0,4.531,0.792,13.1
4097,CANDIDATE,0,0,0,0,1.62888267,1.72,130.9,0.147,0.92,1327.0,733.67,5398.0,4.571,0.811,12.5
4098,FALSE POSITIVE,1,0,0,0,0.616386349,0.8136,79.4,0.226,2.94,3552.0,37463.63,5665.0,3.58,3.266,21.9
4099,CANDIDATE,0,0,0,0,1.920062587,1.437,226.8,0.387,1.12,1189.0,471.84,5266.0,4.611,0.741,12.6
4101,FALSE POSITIVE,0,0,1,0,7.07162308,2.587,123.0,0.331,1.42,1162.0,431.05,6313.0,4.24,1.259,16.9
4102,CONFIRMED,0,0,0,0,6.96352699,3.192,68.1,0.09,1.4,1298.0,669.78,6040.0,3.978,1.686,17.4
4103,CONFIRMED,0,0,0,0,64.2729088,12.136,1213.9,0.908,5.38,554.0,22.31,6341.0,4.278,1.299,27.4
4104,CONFIRMED,0,0,0,0,3.4327371,4.001,63.2,0.703,0.75,1134.0,390.57,5757.0,4.536,0.881,15.3
4105,FALSE POSITIVE,0,1,1,0,13.8452726,2.555,93.2,0.566,2.34,1276.0,626.93,6845.0,3.89,2.324,10.4
4106,FALSE POSITIVE,1,0,1,0,0.687506554,1.441,130.3,0.085,8.73,4748.0,120304.4,4643.0,2.595,7.906,14.4
4107,FALSE POSITIVE,1,0,0,1,0.566801617,2.75,24.9,0.565,0.88,3018.0,19598.53,6287.0,4.064,1.693,26.4
4108,CANDIDATE,0,0,0,0,0.909127736,1.431,98.7,0.098,0.98,1818.0,2566.87,5486.0,4.389,0.996,13.9
4109,FALSE POSITIVE,1,0,0,0,371.63327,14.92,107.0,0.8185,1.83,316.0,2.36,5802.0,4.073,1.59,15.2
4110,CONFIRMED,0,0,0,0,1.450889836,1.753,135.7,0.333,1.21,1700.0,1970.75,6046.0,4.423,1.023,15.7
4111,CONFIRMED,0,0,0,0,5.72716067,2.23,310.9,0.447,1.4,794.0,93.96,4838.0,4.524,0.796,16.0
4112,FALSE POSITIVE,1,0,1,0,407.59415,7.3,462.4,0.0274,2.11,266.0,1.18,6198.0,4.402,0.974,7.7
4113,CANDIDATE,0,0,0,0,10.30148508,3.903,162.7,0.445,1.6,934.0,180.14,5887.0,4.292,1.235,12.6
4114,CANDIDATE,0,0,0,0,17.8007815,6.547,44.5,0.928,1.02,816.0,105.04,6240.0,4.326,1.252,14.2
4115,FALSE POSITIVE,1,0,0,0,358.101884,6.393,114.0,0.5804,0.95,242.0,0.81,5786.0,4.526,0.856,12.8
4116,CANDIDATE,0,0,0,0,1.717859841,0.908,66.3,0.35,1.45,2212.0,5645.85,6694.0,4.084,1.732,9.5
4119,FALSE POSITIVE,0,0,1,0,0.447861451,0.8541,265.4,0.427,1.42,2263.0,6221.08,5901.0,4.553,0.848,20.3
4120,CANDIDATE,0,0,0,0,7.3422467,2.029,366.8,0.253,1.6,837.0,115.93,5573.0,4.562,0.839,11.8
4121,CANDIDATE,0,0,0,0,8.1134681,4.961,40.5,0.454,0.92,1127.0,381.27,6011.0,4.123,1.409,10.5
4122,CONFIRMED,0,0,0,0,3.036208739,0.9324,1820.5,0.111,1.4,520.0,17.31,3464.0,4.923,0.328,26.0
4123,CONFIRMED,0,0,0,0,18.0541469,4.587,283.1,0.175,1.51,635.0,38.57,5505.0,4.501,0.909,19.3
4124,CANDIDATE,0,0,0,0,5.4675514,3.283,87.2,0.27,1.07,1078.0,319.36,5557.0,4.288,1.151,10.4
4125,FALSE POSITIVE,0,1,1,0,1.01530474,8.7622,16445.0,1.245,64.77,2324.0,6918.45,6428.0,4.226,1.44,1823.0
4126,FALSE POSITIVE,1,0,0,0,94.180473,7.345,1104.4,0.955,4.17,478.0,12.34,6997.0,4.475,1.0,15.6
4127,CONFIRMED,0,0,0,0,1.538185321,1.683,277.2,0.7,1.29,1234.0,547.92,5107.0,4.615,0.723,15.2
4128,FALSE POSITIVE,0,1,1,1,1.332567643,4.284,56.7,0.642,0.62,1482.0,1143.87,5687.0,4.582,0.79,24.0
4129,FALSE POSITIVE,0,0,1,1,1.089076495,2.274,43.7,0.597,0.75,2016.0,3923.24,6444.0,4.416,1.079,15.3
4130,FALSE POSITIVE,0,0,1,0,1.662710314,1.83,85.9,0.577,2.16,2307.0,6700.6,6028.0,3.842,2.244,23.8
4131,FALSE POSITIVE,1,0,0,0,472.071079,5.759,252.6,0.388,2.01,268.0,1.22,6186.0,4.358,1.253,6.4
4132,CANDIDATE,0,0,0,0,0.888478095,1.5312,340.4,0.452,1.51,1665.0,1825.96,5553.0,4.577,0.806,24.6
4133,FALSE POSITIVE,0,0,1,1,2.18242002,4.103,69.7,0.721,0.7,1283.0,638.12,5808.0,4.583,0.786,13.8
4134,FALSE POSITIVE,0,1,0,0,0.503999678,0.5421,975.6,0.962,2.97,1605.0,1566.41,4898.0,4.686,0.568,96.8
4135,FALSE POSITIVE,0,0,1,1,2.66588544,5.004,167.0,0.276,0.98,1041.0,278.03,4965.0,4.536,0.771,17.2
4136,CANDIDATE,0,0,0,0,309.25581,10.72,421.4,0.2875,2.18,287.0,1.61,6060.0,4.419,1.057,9.9
4137,CANDIDATE,0,0,0,0,2.44232399,1.921,229.0,0.303,1.1,1029.0,264.82,4849.0,4.561,0.738,14.1
4138,CONFIRMED,0,0,0,0,7.61758198,3.545,85.4,0.234,1.0,1020.0,255.32,6202.0,4.401,1.072,13.4
4139,FALSE POSITIVE,1,0,0,0,41.477908,10.45,29.9,0.5122,1.09,849.0,122.73,6935.0,3.95,1.918,9.6
4140,CANDIDATE,0,0,0,0,42.1003351,1.0834,214.0,0.88,1.42,466.0,11.17,5595.0,4.57,0.82,13.9
4141,CONFIRMED,0,0,0,0,2.20923119,2.392,59.8,0.11,0.84,1507.0,1217.79,5991.0,4.375,1.092,14.3
4142,FALSE POSITIVE,1,0,0,0,260.54832,15.52,161.6,0.378,1.35,318.0,2.43,6412.0,4.44,1.04,10.2
4143,FALSE POSITIVE,1,0,0,0,370.47678,15.69,656.2,0.5386,2.37,252.0,0.96,6050.0,4.525,0.896,11.8
4144,CONFIRMED,0,0,0,0,5.88350251,2.556,217.7,0.362,1.27,949.0,192.09,5840.0,4.553,0.849,11.9
4145,FALSE POSITIVE,1,0,1,0,0.662457501,1.527,64.1,1.024,8.3,3295.0,27795.08,6425.0,3.862,2.16,13.5
4146,FALSE POSITIVE,0,0,0,1,1.33258458,3.222,127.0,0.422,1.25,1868.0,2873.72,6384.0,4.419,1.086,14.4
4147,CANDIDATE,0,0,0,0,1.182862515,2.928,22.3,0.284,1.26,2800.0,14544.87,6017.0,3.699,2.639,16.5
4148,CONFIRMED,0,0,0,0,0.539915033,1.1466,97.0,0.291,0.82,1871.0,2901.68,5102.0,4.502,0.837,17.6
4149,FALSE POSITIVE,1,0,0,0,372.54353,21.83,1106.0,1.7826,74.14,226.0,0.62,5561.0,4.557,0.836,11.9
4150,CONFIRMED,0,0,0,0,2.20829637,2.841,87.9,0.205,1.36,1709.0,2016.25,6028.0,4.189,1.454,12.0
4151,CONFIRMED,0,0,0,0,0.849906734,1.141,124.3,0.64,0.59,1139.0,396.64,4296.0,4.733,0.505,12.0
4152,CONFIRMED,0,0,0,0,26.6565737,4.954,163.4,0.686,4.15,903.0,157.45,5159.0,3.604,3.062,18.8
4153,CANDIDATE,0,0,0,0,4.4408541,8.083,33.9,0.005,1.74,1642.0,1719.2,5159.0,3.604,3.062,12.0
4154,FALSE POSITIVE,1,0,0,0,373.72257,14.21,470.9,1.5922,67.13,262.0,1.11,6004.0,4.45,1.008,9.6
4155,CONFIRMED,0,0,0,0,8.18504859,4.673,97.6,0.601,0.93,892.0,149.41,5984.0,4.521,0.906,12.5
4156,FALSE POSITIVE,0,1,0,0,10.78438513,1.408,233.6,1.18,75.04,1397.0,900.7,5575.0,3.516,3.515,15.6
4157,CONFIRMED,0,0,0,0,10.42317343,2.341,71.2,0.811,1.07,901.0,155.7,5767.0,4.287,1.135,11.2
4158,FALSE POSITIVE,1,0,0,1,0.566804221,4.639,166.0,0.536,0.85,1737.0,2149.42,5277.0,4.625,0.64,31.0
4159,FALSE POSITIVE,0,0,1,0,2.022658,3.343,135.7,0.419,1.15,1482.0,1139.1,6091.0,4.487,0.967,17.4
4160,FALSE POSITIVE,1,0,0,0,316.57747,14.64,269.1,0.2569,1.47,255.0,1.01,5822.0,4.529,0.898,10.2
4161,CANDIDATE,0,0,0,0,1.8679943,1.087,73.4,0.173,0.7,1291.0,658.77,5487.0,4.568,0.815,10.0
4162,CANDIDATE,0,0,0,0,8.9172863,4.468,196.3,0.062,1.39,931.0,177.84,6210.0,4.467,0.986,7.2
4163,FALSE POSITIVE,0,1,1,0,0.519437968,2.129,226.2,1.172,20.48,2402.0,7822.62,6181.0,4.464,1.006,25.4
4164,CANDIDATE,0,0,0,0,1.33807075,1.425,20.2,0.003,0.6,2008.0,3844.97,6355.0,4.299,1.319,8.5
4165,FALSE POSITIVE,0,1,0,1,1.105095798,2.624,141.7,0.295,0.89,1445.0,1025.9,5296.0,4.604,0.752,17.4
4166,FALSE POSITIVE,1,0,0,0,245.01902,8.56,375.9,0.3471,1.98,310.0,2.17,6167.0,4.451,1.01,10.1
4167,CONFIRMED,0,0,0,0,153.979362,9.028,792.5,0.036,2.53,330.0,2.82,5858.0,4.502,0.903,16.1
4168,FALSE POSITIVE,1,0,0,0,10.2239787,1.814,213.5,0.439,24.43,2364.0,7383.41,4673.0,2.412,16.823,6.5
4169,CONFIRMED,0,0,0,0,56.4148314,8.075,480.1,0.908,2.9,535.0,19.37,6325.0,4.409,1.112,16.4
4170,FALSE POSITIVE,1,0,0,0,2.18079098,12.13,83.2,0.74,3.29,2767.0,13876.96,6911.0,3.661,3.339,69.3
4171,CONFIRMED,0,0,0,0,20.9254083,6.783,109.0,0.201,1.26,729.0,66.95,5821.0,4.283,1.21,15.5
4172,CONFIRMED,0,0,0,0,13.0600399,2.851,106.8,0.495,0.8,630.0,37.3,5168.0,4.566,0.769,12.5
4173,FALSE POSITIVE,0,0,1,0,0.641069613,1.033,78.6,0.061,0.86,2196.0,5512.38,6077.0,4.451,0.961,10.5
4174,FALSE POSITIVE,0,0,1,1,2.2430415,3.63,101.1,0.147,0.89,1344.0,770.18,5897.0,4.531,0.891,8.1
4175,FALSE POSITIVE,0,1,0,0,1.21475168,6.93,266.1,0.461,5.5,3302.0,28091.85,6732.0,3.632,3.276,7.9
4176,CANDIDATE,0,0,0,0,17.3731821,3.36,71.7,0.227,1.31,901.0,155.73,6180.0,4.155,1.54,14.0
4177,CANDIDATE,0,0,0,0,1.97507424,2.61,130.5,0.152,1.08,1477.0,1122.82,6065.0,4.495,0.947,15.0
4178,CONFIRMED,0,0,0,0,27.4784659,7.5,83.2,0.008,1.52,736.0,69.3,5432.0,3.993,1.707,12.3
4179,FALSE POSITIVE,1,0,0,0,244.86662,10.56,289.5,0.3872,1.46,273.0,1.31,5821.0,4.554,0.848,9.7
4180,FALSE POSITIVE,0,0,1,1,1.30627214,5.144,95.4,0.57,0.87,1490.0,1161.23,5513.0,4.543,0.862,10.3
4181,FALSE POSITIVE,1,0,0,0,62.366706,4.32,95.4,0.1725,1.88,698.0,56.09,6749.0,4.031,1.9,7.1
4182,FALSE POSITIVE,0,1,0,1,0.933732791,3.056,96.9,0.022,0.9,1773.0,2344.56,5496.0,4.405,0.927,13.8
4183,FALSE POSITIVE,1,0,0,0,53.106597,2.914,82.4,0.5182,2.2,860.0,129.19,7217.0,3.893,2.343,7.3
4184,FALSE POSITIVE,1,0,0,0,360.15417,12.806,790.6,0.2583,2.99,270.0,1.25,6065.0,4.452,1.061,11.1
4185,CANDIDATE,0,0,0,0,3.3879165,1.818,78.6,0.117,1.09,1336.0,750.6,5702.0,4.247,1.245,10.4
4186,FALSE POSITIVE,1,0,0,1,1.42856815,2.132,59.5,0.3097,0.64,1547.0,1352.91,5979.0,4.557,0.822,11.8
4187,FALSE POSITIVE,1,0,0,0,381.850599,4.772,1702.0,0.4148,3.59,222.0,0.58,5485.0,4.556,0.867,13.8
4188,FALSE POSITIVE,0,1,0,0,10.81315417,1.275,80.3,0.804,1.46,1045.0,281.84,6380.0,4.24,1.46,16.6
4189,FALSE POSITIVE,1,0,0,1,359.08368,15.67,618.7,1.262,29.15,268.0,1.23,6256.0,4.493,0.932,10.8
4190,CANDIDATE,0,0,0,0,58.7488629,3.191,473.6,0.186,1.75,425.0,7.7,5574.0,4.505,0.805,13.6
4191,FALSE POSITIVE,0,0,1,1,3.74784374,3.658,116.5,0.093,1.08,1226.0,534.57,6122.0,4.471,0.996,12.8
4192,CANDIDATE,0,0,0,0,64.740274,15.082,113.1,0.74,1.35,518.0,16.96,5999.0,4.263,1.177,16.4
4193,CANDIDATE,0,0,0,0,5.38299284,3.336,35.1,0.417,0.78,1253.0,582.98,6256.0,4.27,1.293,10.7
4194,FALSE POSITIVE,0,0,1,1,1.71028117,2.61,111.6,0.372,0.91,1454.0,1055.42,5910.0,4.55,0.855,13.8
4195,CANDIDATE,0,0,0,0,2.0481582,1.899,183.3,0.179,1.16,1346.0,773.92,5799.0,4.548,0.86,11.7
4196,CONFIRMED,0,0,0,0,140.251943,6.576,567.7,0.323,1.84,271.0,1.28,4821.0,4.529,0.788,11.9
4197,CANDIDATE,0,0,0,0,14.7179342,5.844,132.3,0.704,1.25,784.0,89.3,6102.0,4.449,1.018,12.7
4198,FALSE POSITIVE,0,1,1,0,0.570828503,0.915,174.4,0.609,0.54,986.0,222.55,3585.0,4.868,0.388,13.9
4199,FALSE POSITIVE,1,0,0,0,134.4665,5.27,1032.0,0.2848,2.48,280.0,1.45,4891.0,4.524,0.791,6.7
4200,FALSE POSITIVE,1,0,0,1,0.909314811,2.2053,40.5,0.722,0.99,2503.0,9311.68,6508.0,4.163,1.447,30.2
4201,CONFIRMED,0,0,0,0,207.24785,6.159,809.2,0.21,1.56,189.0,0.3,4339.0,4.711,0.553,13.2
4202,FALSE POSITIVE,1,0,0,0,186.55347,13.57,334.5,0.2803,1.86,341.0,3.18,6187.0,4.446,1.006,11.0
4203,CONFIRMED,0,0,0,0,5.99078221,1.699,69.9,0.944,1.03,987.0,223.93,5721.0,4.442,0.972,8.6
4204,FALSE POSITIVE,0,0,1,0,14.0801852,3.402,90.7,0.308,1.04,798.0,95.62,5984.0,4.421,1.089,6.9
4205,CONFIRMED,0,0,0,0,2.440839436,0.968,509.5,1.253,21.29,986.0,223.8,4803.0,4.623,0.698,14.4
4206,CONFIRMED,0,0,0,0,23.6223571,6.852,57.0,0.369,1.07,797.0,95.35,6144.0,4.149,1.393,11.4
4207,CANDIDATE,0,0,0,0,19.2527652,4.862,138.5,0.028,1.24,740.0,71.04,6258.0,4.442,1.046,10.8
4208,FALSE POSITIVE,0,0,1,0,3.28931936,1.921,166.0,1.422,50.51,1364.0,818.01,6335.0,4.427,1.072,11.1
4209,FALSE POSITIVE,0,0,0,1,1.08195208,4.807,33.6,0.257,0.47,1526.0,1275.68,5233.0,4.489,0.824,12.4
4210,FALSE POSITIVE,0,1,1,1,0.512583041,1.498,114.3,0.116,1.07,2363.0,7320.09,6077.0,4.471,0.999,17.1
4211,CANDIDATE,0,0,0,0,219.20579,14.5,207.8,0.517,2.66,456.0,10.18,6990.0,4.115,1.785,15.2
4212,CONFIRMED,0,0,0,0,2.29794819,2.84,83.2,0.108,0.98,1547.0,1352.14,6371.0,4.426,1.072,12.2
4213,FALSE POSITIVE,1,0,0,0,368.11581,13.52,476.2,0.0125,2.11,263.0,1.12,6122.0,4.487,0.964,11.2
4214,FALSE POSITIVE,1,0,0,0,368.52466,11.9,680.3,0.5045,3.05,288.0,1.62,6343.0,4.411,1.137,14.0
4215,CONFIRMED,0,0,0,0,4.54586982,1.756,76.5,0.563,0.65,868.0,134.21,5051.0,4.562,0.721,24.4
4216,CANDIDATE,0,0,0,0,3.48754109,1.811,85.1,0.32,0.72,988.0,224.74,5252.0,4.593,0.783,7.3
4217,FALSE POSITIVE,1,0,0,0,0.542498653,4.257,54.9,0.3422,2.25,5157.0,167191.11,8711.0,3.795,2.954,19.8
4218,CANDIDATE,0,0,0,0,8.0772455,7.272,79.2,0.984,2.61,1228.0,537.66,5684.0,3.915,2.032,12.5
4219,CANDIDATE,0,0,0,0,364.08733,14.09,372.0,0.1702,1.39,211.0,0.47,5376.0,4.601,0.727,8.8
4220,FALSE POSITIVE,0,0,1,0,21.5819776,13.734,47.6,0.036,0.91,746.0,73.01,5601.0,4.144,1.342,17.3
4221,CANDIDATE,0,0,0,0,5.75651958,2.309,65.3,0.247,0.83,1089.0,332.97,6208.0,4.454,1.024,11.2
4222,CANDIDATE,0,0,0,0,91.95723,10.471,308.4,0.015,2.66,497.0,14.41,5854.0,4.114,1.528,12.3
4223,CANDIDATE,0,0,0,0,7.51731745,2.484,170.7,0.256,1.19,861.0,129.74,5525.0,4.488,0.923,10.7
4224,FALSE POSITIVE,0,0,1,0,3.08723626,2.615,101.9,0.2516,1.2,1451.0,1046.77,6418.0,4.395,1.171,12.1
4225,FALSE POSITIVE,0,1,1,0,0.592562969,3.0869,1546.4,1.252,25.97,1967.0,3520.7,5728.0,4.575,0.804,100.4
4226,CANDIDATE,0,0,0,0,44.6966177,10.532,257.3,0.373,2.46,637.0,38.95,5929.0,4.123,1.518,15.3
4227,CANDIDATE,0,0,0,0,8.5275894,2.959,112.5,0.311,1.28,1049.0,286.1,6469.0,4.385,1.193,10.4
4228,CANDIDATE,0,0,0,0,3.07714195,3.571,34.2,0.983,1.08,1493.0,1175.0,6108.0,4.251,1.336,9.9
4229,CANDIDATE,0,0,0,0,3.83488354,2.026,243.0,0.242,1.2,1003.0,239.15,5515.0,4.592,0.775,10.9
4230,FALSE POSITIVE,0,0,1,1,31.97181,12.277,117.4,0.532,0.95,521.0,17.43,5632.0,4.554,0.853,11.1
4231,FALSE POSITIVE,0,0,1,0,5.81289843,3.979,76.3,0.499,0.93,1102.0,348.61,6175.0,4.41,1.041,9.5
4232,FALSE POSITIVE,0,0,1,0,6.44173995,1.635,107.7,0.3252,1.41,1175.0,451.14,6088.0,4.225,1.339,10.5
4233,FALSE POSITIVE,0,0,1,0,0.631106722,0.9942,49.2,0.194,0.63,1945.0,3367.19,5400.0,4.443,0.898,17.6
4234,FALSE POSITIVE,1,0,0,0,176.17377,14.58,349.9,0.2545,1.76,323.0,2.57,5957.0,4.506,0.937,8.2
4235,CONFIRMED,0,0,0,0,114.336052,14.077,239.8,0.529,2.09,429.0,8.02,5802.0,4.218,1.316,13.0
4236,FALSE POSITIVE,1,0,1,0,0.63938062,1.2067,308.0,1.377,51.53,2566.0,10289.98,6607.0,4.363,1.204,97.5
4237,CANDIDATE,0,0,0,0,8.8233996,6.735,104.6,0.022,1.13,929.0,176.13,5602.0,4.269,1.121,13.3
4238,FALSE POSITIVE,1,0,1,1,0.566801045,1.7499,188.3,0.628,1.42,2348.0,7209.06,6106.0,4.405,0.982,34.9
4239,FALSE POSITIVE,0,1,1,1,0.992799002,3.4878,1653.0,1.3295,40.12,1933.0,3302.31,6217.0,4.472,0.989,97.8
4240,CONFIRMED,0,0,0,0,1.5184181,2.842,196.8,0.561,1.85,1926.0,3261.65,6302.0,4.259,1.269,15.9
4241,FALSE POSITIVE,1,0,1,0,0.96807117,1.677,104.8,0.53,0.72,1487.0,1157.58,5367.0,4.639,0.687,15.4
4242,FALSE POSITIVE,0,0,1,1,3.55661906,5.396,23.3,0.384,0.72,1518.0,1254.47,6018.0,4.081,1.458,11.4
4243,CANDIDATE,0,0,0,0,40.0691482,2.928,784.1,1.125,13.25,458.0,10.42,5485.0,4.575,0.762,10.5
4244,CANDIDATE,0,0,0,0,11.6933447,6.551,66.9,0.353,1.12,950.0,192.95,6049.0,4.248,1.354,12.7
4245,FALSE POSITIVE,1,0,0,1,0.56256804,1.686,4.5,0.692,0.63,5127.0,164220.08,9005.0,3.84,2.773,11.8
4246,FALSE POSITIVE,1,0,0,0,8.79991878,41.564,869.1,1.6053,224.56,1979.0,3624.62,8092.0,3.725,3.267,236.1
4247,CANDIDATE,0,0,0,0,4.02745396,1.33,85.2,0.304,0.98,1250.0,577.46,6174.0,4.398,1.041,10.8
4248,CANDIDATE,0,0,0,0,4.96061094,2.864,20.4,0.058,0.59,1272.0,618.99,6117.0,4.244,1.298,12.5
4249,FALSE POSITIVE,1,0,0,0,349.03703,4.76,777.0,0.1215,2.27,231.0,0.67,5583.0,4.559,0.824,11.6
4250,FALSE POSITIVE,1,0,0,0,177.8135,9.76,417.7,0.2043,1.83,310.0,2.17,5822.0,4.529,0.898,8.8
4251,CANDIDATE,0,0,0,0,1.4733245,1.406,124.0,0.197,1.03,1576.0,1453.8,5751.0,4.431,0.921,11.9
4252,CONFIRMED,0,0,0,0,101.952048,5.991,152.5,0.084,1.31,428.0,7.92,6210.0,4.407,1.054,10.3
4253,FALSE POSITIVE,0,0,1,0,2.41795911,2.727,100.5,0.145,0.53,878.0,140.54,4623.0,4.719,0.534,10.1
4254,FALSE POSITIVE,1,0,0,0,183.854867,14.996,520.6,0.4202,2.4,345.0,3.36,6225.0,4.45,1.031,10.8
4255,CANDIDATE,0,0,0,0,5.93218209,4.507,205.3,0.097,1.39,1000.0,235.68,5843.0,4.474,0.977,14.9
4256,CANDIDATE,0,0,0,0,96.384483,5.253,591.0,0.095,2.41,400.0,6.03,5919.0,4.485,1.0,10.4
4257,CANDIDATE,0,0,0,0,6.05552018,2.818,134.6,0.19,0.92,844.0,119.89,5352.0,4.585,0.805,9.8
4258,CONFIRMED,0,0,0,0,12.4418003,3.572,78.4,0.043,0.57,576.0,26.03,4926.0,4.653,0.662,11.4
4259,CANDIDATE,0,0,0,0,54.333582,10.545,152.0,0.823,1.7,513.0,16.37,5500.0,4.228,1.221,10.5
4260,CANDIDATE,0,0,0,0,4.11754421,4.362,34.3,0.312,1.02,1581.0,1477.06,6263.0,4.024,1.726,22.1
4261,FALSE POSITIVE,1,0,0,0,293.60581,11.07,165.3,0.0927,1.37,295.0,1.79,6167.0,4.444,1.064,8.4
4262,FALSE POSITIVE,1,0,0,0,2.78801663,17.354,14.0,0.796,0.91,2287.0,6451.74,7523.0,3.986,2.206,21.8
4263,CONFIRMED,0,0,0,0,3.94660745,2.705,309.4,0.278,1.4,981.0,218.91,5376.0,4.576,0.806,12.7
4264,FALSE POSITIVE,0,0,1,1,4.99473798,3.05,99.5,0.46,0.82,917.0,167.06,5406.0,4.569,0.819,17.5
4265,CANDIDATE,0,0,0,0,122.749053,8.342,1041.2,0.997,6.13,348.0,3.48,5619.0,4.488,0.976,15.0
4266,CANDIDATE,0,0,0,0,4.37992345,4.949,15.5,0.728,0.81,1608.0,1579.65,6311.0,3.993,1.918,13.9
4267,FALSE POSITIVE,1,0,0,0,368.48518,11.26,301.8,0.5758,1.98,283.0,1.52,6140.0,4.354,1.096,13.7
4268,FALSE POSITIVE,1,0,0,0,169.894419,2.525,178.7,0.3241,2.66,492.0,13.85,6382.0,3.94,1.961,6.3
4269,FALSE POSITIVE,0,0,1,0,26.190289,2.148,51.8,0.109,1.05,793.0,93.35,6434.0,4.208,1.441,9.3
